title	chapter	start_mm:ss	end_mm:ss	is_war_report	is_combat_scene	german_soldiers_depicted	shot_count	content	audio_transcription	filestem	episode	year	start	end	start_frame	end_frame
Die Deutsche Wochenschau Nr. 511 / 1940	11	19:08	19:42	True	True	True	10.0	11. Bombardement auf Péronne, Frankreich, 1940 Kartentrick von Nordfrankreich: Vormarsch von Péronne über Noyon und Compiègne auf Paris. Bombardement auf Péronne durch schwere Geschütze (21 cm Mörser 18). Stadtbild von Péronne: brennende Straßenzüge, Marktplatz mit Rathaus und Amtssitz des Unterpräfekten. Menschenleere Straßen.	Im Zentrum der Front stießen unsere Truppen über Perron, Noyon und Compiègne gegen Paris vor. Bombardement von Perron. Hier tobten schon im Weltkriege schwerste Kämpfe. Nach der Artillerievorbereitung geht es in die Stadt hinein.	511_1940	511	1940	1148000.0	1182000.0	28700.0	29550.0
Die Deutsche Wochenschau Nr. 511 / 1940	12	20:19	20:37	True	False	True	5.0	12. Vormarsch durch Ortschaften, Frankreich, 1940 Trosseinheiten mit Gulaschkanone. Ortstafel: „Oise Sacy-le-Grand“. Beseitigung von Straßensperren und Durchmarsch.	Paris. Die Straßensperren sind schnell beseitigt.	511_1940	511	1940	1219000.0	1237000.0	30475.0	30925.0
Die Deutsche Wochenschau Nr. 511 / 1940	13	20:45	21:26	True	True	True	11.0	13. Durchbruch durch die Weygand-Linie, Dritte Frankreich, 1940 Zerstörte französische Bunkerstellung, krepierte Geschützrohre. Straßenschild: „N. 17 Pontarmé 5 k, Paris 37 k“ Dunlop; deutsche Vorausabteilung in der Champagne.	Nach kurzen, erbitterten Kämpfen war auch hier die Weigandlinie, die letzte Hoffnung Frankreichs, schnell überwunden. Bis Paris nur noch 37 Kilometer. Letztes feindliches Widerstandsnest hart am Wege der vormarschierenden Truppe. Schnell wird es unschädlich gemacht.	511_1940	511	1940	1245000.0	1286000.0	31125.0	32150.0
Die Deutsche Wochenschau Nr. 511 / 1940	14	21:37	22:00	True	False	True	6.0	14. General Stumme macht Gefangene, Frankreich, 1940 General Georg Stumme, kommandierender General des XXXX. Armeekorps und sein Adjutant machen bei Noyon persönlich Gefangene. Zunächst zwei Gefangene, die die Hände heben, dann mehr Gefangene, die sich ebenfalls ergeben.	In der Nähe von Noyon machte General Stumme, der mit der Spitze seiner Truppen vorging, zusammen mit seinem Adjutanten unerwartet mehrere Gefangene. Zunächst waren es nur zwei. Aber dann kamen viele andere nach.	511_1940	511	1940	1297000.0	1320000.0	32425.0	33000.0
Die Deutsche Wochenschau Nr. 511 / 1940	15	22:24	23:06	True	True	True	9.0	15. Gedenkstätte des deutschen Waffenstillstandes von 1918 in Compiègne, Frankreich, 1940 Französischer Gedenkstein: Siegesdenkmal von 1918 mit Aufschrift: „11. November 1918, hier starb der verbrecherische Stolz des deutschen Reiches“. Gedenkstein an der Stelle, an der im November 1918 der Wagen der deutschen Delegation hielt. Das Innere des Museums mit historischem Speisewagen, Gedenkstein an der Stelle, an der der Wagen von Marschall Ferdinand Foch stand. Marschierende deutsche Infanterie. Gedenkstein mit gestürztem Adler mit Hakenkreuzflagge bedeckt. Französische Ortschaft. Panzerspähwagen, auseinandergezogene deutsche Infanterie. Brennende Häuser und zerstörte Bauerngehöfte. Soldaten beim Vormarsch auf Paris über Landstraßen. Suche nach versprengten deutschen Truppen. Ein Schwein läuft herum. Gefallene Franzosen.	Compiègne. Der Schauplatz des schmachvollen Waffenstillstandes von 1918 ist in deutscher Hand. Hier starb der verbrecherische Stolz des Deutschen Reiches, steht auf diesem Gedenkstein. An dieser Stelle hielt im November 1918 der Wagen der deutschen Delegation. In einer besonderen Halle der Verhandlungswagen. Hier stand der Wagen des Marschall Foch. 22 Jahre später. Der deutsche Adler hat sich wieder erhoben. Das Hakenkreuzbanner weht nun über der Stätte, an der französischer Hochmut und Zynismus triumphierte. Der Vormarsch auf Paris wird fortgesetzt.	511_1940	511	1940	1344000.0	1386000.0	33600.0	34650.0
Die Deutsche Wochenschau Nr. 511 / 1940	16	23:22	25:28	True	True	True	31.0	16. Vormarsch, Frankreich, 1940 Kartentrick von Nordfrankreich: Vormarsch Réthel nach Reims und Château-Thierry. Deutsche Soldaten auf Chemin-des-Dames, Artillerievorbereitung, darunter auch ein schweres französisches Beutegeschütz. Überqueren von Flüssen, Kanälen und Überwinden einer Schleusenanlage.	Nach den ersten Wellen des deutschen Sturmes werden umgangene Ortschaften vom Feind gesäubert und nach abgesprengten Truppen durchsucht. Der Flügel führte ein weiterer Stoß über Rätel, Reims und Chateau Thierry auf Paris zu. Es geht wieder historischen Schlachtfeldern des Weltkrieges entgegen. Das ist der Chemin des Dames. 1918 verschossen hier 1100 deutsche Batterien à la Kaliber in rund fünf Stunden fast zwei Millionen Granaten. Auch diesmal wird der Sturm auf diesem blutdurchtränkten Boden mit einem schweren Artillerieduell eröffnet. Ein französisches Beutegeschütz, das bereits in deutschen Diensten steht. Im Schutze der Artillerie geht es über Kanäle und Flussläufe vorwärts der Aen entgegen.	511_1940	511	1940	1402000.0	1528000.0	35050.0	38200.0
Die Deutsche Wochenschau Nr. 511 / 1940	17	25:28	27:25	True	True	True	31.0	17. Übergang über die Aisne, Frankreich, 1940 Übergang über die Aisne: Bau einer Pontonbrücke durch Pioniere. Vorrücken von auseinandergezogener deutscher Infanterie. Artillerieunterstützung. Panzer III. Generaloberst von Brauchitsch besucht die Truppe und beobachtet das Übersetzen über die Aisne.	Im Schutze der Artillerie geht es über Kanäle und Flussläufe vorwärts der Aen entgegen. Seiten sichernd tastet sich die Spitze vor. Es fahren heran. Immer wieder müssen Brücken für die schweren Waffen geschlagen werden. Aen ist erreicht. Zuerst müssen Stoßtrupps mit Hilfe von Flosssäcken hinüber, um das gegenüberliegende Ufer vom Feind zu säubern und die Arbeit der Pioniere zu decken. Alle Nerven sind gespannt. Vorsichtig pirschen sich die Männer an das Ufer heran. Die feindlichen MG-Nester, die den Übergang hindern wollen, werden durch Artillerie unschädlich gemacht. Nun beginnt die Arbeit der Pioniere. Im feindlichen Feuer wird fieberhaft gebaut. Aber wie bei einer Übung klappt jeder Griff. Nirgends merkt man eine Unruhe. Die Infanterie rückt inzwischen weiter vor. Über die neu geschaffene Brücke folgen die Panzer. Es geht Reims entgegen. Generaloberst von Brauchitsch. Mitten auf der Vormarschstraße verfolgt er den Übergang über die Aen. Panzer auf Panzer rollt heran.	511_1940	511	1940	1528000.0	1645000.0	38200.0	41125.0
Die Deutsche Wochenschau Nr. 511 / 1940	18	27:40	29:01	True	False	True	20.0	18. Vormarsch durch die Champagne, Frankreich, 1940 Vormarsch durch die Champagne 06.06. – 11.06.1940: Champagne-Landschaft. Infanteriekompanie mit PaK. Nachrichtenabteilung. Artillerie (sFH 18).	Es geht durch den Staub der Champagne. Die Sonne brennt heiß auf die Marschwege herab. Für Sicherung gegen überraschende Tankangriffe ist die Panzerabwehr stets mit vorn. Eine Nachrichtenabteilung folgt. An vielen Stellen wird die Aen überschritten. Im Hinterland sind inzwischen Eisenbahngeschütze aufgefahren, um den Angriff auf Reims vorzubereiten. Im Vorfeld liegen die Einschwege der feindlichen Artillerie.	511_1940	511	1940	1660000.0	1741000.0	41500.0	43525.0
Die Deutsche Wochenschau Nr. 511 / 1940	19	29:29	29:47	True	True	True	6.0	19. Neuchâteau, Fort Brimont, Frankreich, 1940 Zerstörte französische Ortschaft. Salutierender deutscher Soldat am Ortseingang. Schweres 28 cm Eisenbahngeschütz beim Feuern und Angriff auf Reims. Artillerieeinschläge. 7,5 cm Feldgeschütz. Fort Brimont wird erobert. Gefangene vom Fort Brimont. Aufnahmen vom Festungseingang. Bombentrichter und schwere Artillerieeinschläge, zerstörte Kasematten.	Das sind die Gefangenen vom Fort Brimont. Dieser starke Eckpfeiler der befestigten Stadt Reims zeigt die vernichtende Wirkung unserer Stukas und unserer schwersten Artillerie.	511_1940	511	1940	1769000.0	1787000.0	44225.0	44675.0
Die Deutsche Wochenschau Nr. 511 / 1940	20	29:54	31:01	True	True	True	13.0	20. Einmarsch in Reims, Frankreich, 1940 11.06.1940: Deutsche Soldaten rücken in die unzerstörte Stadt Reims ein. Überwindung einer Straßensperre. Fabrikgebäude der Firma Pernod. Bespannte Truppen rücken bei regnerischem Wetter in Reims ein. Kathedrale vom Vorplatz aus gesehen.	Nach Überwindung des Vorgürtels dringen unsere Soldaten in die Stadt ein. Der Feind verteidigte sich hier bis zum letzten Augenblick. Überall kam es zu Straßenkämpfen. Der deutsche Sturm aber war nicht aufzuhalten. Das ist die berühmte Kathedrale von Reims. Auch sie blieb vor jeder Zerstörung bewahrt. Durch Reims stoßen unsere Panzer schnell weiter vor. Sie bleiben dem zurückweichenden Feind hart auf den Fersen.	511_1940	511	1940	1794000.0	1861000.0	44850.0	46525.0
Die Deutsche Wochenschau Nr. 511 / 1940	21	31:09	32:10	True	True	True	14.0	21. Tagnon, Frankreich, 1940 Blick auf Ortschaft: brennende Häuser, Straßensperren, deutsche Infanterie, gefangene Franzosen, zurückgelassenes Kriegsmaterial.	Vor uns Tagnon. Zwei französische Bataillone hatten sich in diesem Ort verschanzt. Scharfschützen saßen in den Bäumen und auf den Dächern und sperrten mit ihren Salven alle Eingänge. Flak musste heran und jedes einzelne Widerstandsnest ausröchern ehe unsere Infanterie in die brennenden Straßen eindringen konnte. Was von dem verbissen kämpfenden Gegner übrig blieb, wird in die Gefangenschaft abgeführt.	511_1940	511	1940	1869000.0	1930000.0	46725.0	48250.0
Die Deutsche Wochenschau Nr. 511 / 1940	22	32:13	32:56	True	True	True	11.0	22. Einmarsch in Château-Thierry, Frankreich, 1940 Voraustrupp tastet sich nach Château-Thierry vor. Straßenbild: Gassen, Durchsuchen der Häuser durch deutsche Soldaten. Straßensperren. Ein Stoßtrupp setzt in einem Flosssack über die Marne. MG-Deckung am Ufer. Ein Straßenschild, Dep. Aisne, N.3, auf der anderen Seite des Flusses zeigt mit Pfeilen die Richtungen nach Paris und Soissons an. Bespannte Truppen. Gefangene Franzosen werden zurückgeschickt, darunter auch Kolonialtruppen, Rotkreuzeinheiten, Infanterie- und Kavallerieeinheiten. Marschpause und Verpflegungseinnahme deutscher Soldaten. Soldaten rasten, schlafen, teilweise mit Gewehr im Arm. Panzerspähwagen (Sonderkraftfahrzeug Sd. Kfz 231 und 232) rücken vor.	Ein Voraustrupp tastet sich über den Fluchtweg der Franzosen nach Chateau Thierry vor. Noch soll der Poilu in der Stadt sein. Jedes Haus muss genau untersucht. Jede Straßenkreuzung erst gesichert werden. Unsere Truppen stehen hier unmittelbar vor der Marne.	511_1940	511	1940	1933000.0	1976000.0	48325.0	49400.0
Die Deutsche Wochenschau Nr. 511 / 1940	23	32:56	36:38	True	True	True	56.0	23. Übergang über die Marne mit Panzern, Frankreich, 1940 Generalleutnant Ritter von Speck, Kommandeur des XVIII. Armeekorps, im Gespräch mit seinen Soldaten; Sprechertext verweist auf dessen Tod. Gefangene französische Truppen. Sd. Kfz 231, Panzer II und Panzer I setzen über die Marne.	Unsere Truppen stehen hier unmittelbar vor der Marne. Im deutschen Schicksalsfluss von 1914 und 1918. Der deutsche Soldat ist sich bewusst, was diese Stunde für ihn bedeutet. Ein MG sichert den Übergang der Stoßtrupps über den Fluss. Im feuerfeindlicher Maschinengewehrnester wird Flosssack um Flosssack hinübergezogen. Es gibt kein Zögern und kein Wanken. Nach erbitterten Kämpfen ist die Marne überwunden. Weiter geht es. Das Ziel heißt Paris. Die Märsche waren lang und in der Sonnenglut besonders schwer. Panzerspähwagen brausen über die fertiggestellten Brücken über die Marne der Infanterie nach um wieder die Spitze zu übernehmen. Der Herrleutnant Ritter von Speck, der in den weiteren Kämpfen gefallen ist. Diese Pontonbrücke trägt selbst schwerste Panzer. Und wieder Frank Reis Kulturträger. Die Reihe der Panzerkampfwagen reißt nicht ab. In vielen Kämpfen erprobt fahren sie neuen Kämpfen entgegen. Unsere Truppen verfolgen rastlos den zurückweichenden Feind. In den Vorstädten von Paris setzte er noch Benzin- und Öltanks in Brand.	511_1940	511	1940	1976000.0	2198000.0	49400.0	54950.0
Die Deutsche Wochenschau Nr. 511 / 1940	24	36:54	37:43	True	False	True	7.0	24. Einmarsch in Versailles, Frankreich, 1940 Vorstädte von Paris. Brand eines Benzinlagers. Versailles, deutsche Soldaten auf dem Vorhof des Schlosses. Deutsche Panzerspähwagen (Sd.Kfz 222) vor dem Tor des Schlosses. Hissen der Hakenkreuzflagge. Gebäude mit Inschrift „Toutes le gloires de la France“. Innenhof des Schlosses.	Über dem Schloss von Versailles, in dem 1871 deutsche Schicksal gestaltet und 1918 deutsche Schmacht besiegelt wurde weht nun die Hakenkreuzflagge. Das heiß ersehnte Ziel ist erreicht. Das Herz und die Seele Frankreichs. Sitz großer Teile der französischen Rüstungsindustrie. Der Geburtsort der Demokratie und des Liberalismus ist in deutscher Hand und steht damit unter deutscher Ordnung.	511_1940	511	1940	2214000.0	2263000.0	55350.0	56575.0
