episode	year	filestem	length	fps	frames	title	url_bundesarchiv	keywords	has_transcription	has_chapters
521	1940	521_1940	1721.0	24.0	41321.0	Die Deutsche Wochenschau Nr. 521 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7099	Bewirtschaftung Motorsport Ausbildung Do 217 Eisenbahngeschütz Flugzeugbau Westfeldzug / 1940 Ju 87 Abwurfmunition Zweiter Weltkrieg Freizeitgestaltung Luftwaffe Kindergarten Belehrung Marineschule Luftkrieg Unterseeboot Luftangriff Schiffsmodell Waffenindustrie Munitionsindustrie Bombenflugzeug He 111 Drittes Reich Bombe Slum Seekrieg Luftschlacht um England Rüstungsindustrie Propaganda	True	True
522	1940	522_1940	1586.0	24.0	38081.0	Die Deutsche Wochenschau Nr. 522 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7100	Erntehelfer Französischer Kriegsgefangener Schiffbau Kriegsbeute Granatwerfer Rüstung Kriegszerstörung Deutscher Kriegsgefangener Erdölversorgung Braunkohlenbrikett Ju 87 Autobahnbau Braunkohlenbergbau Zweiter Weltkrieg Braunkohlenindustrie Luftwaffe Torfstich Ritterkreuzträger Leichtathletik Zwangsarbeit Schiffsversenkung Belehrung Luftkrieg Unterseeboot Luftangriff Atlantikkrieg / 1940-1945 Drittes Reich Seekrieg Luftschlacht um England Schnellboot Tankschiff	True	True
523	1940	523_1940	1523.0	24.0	36565.0	Die Deutsche Wochenschau Nr. 523 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7101	Pharmazeutische Industrie Zweiter Weltkrieg Kriegsberichterstattung Kriegsbeute Afrikafeldzug / 1940-1943 Luftwaffe S.M. 79 Sparviero Schiffsversenkung Frauenarbeit Luftangriff Minenräumung Do 215 Propagandakompanie Drittes Reich Seekrieg Luftschlacht um England Glasherstellung Transportschiff	True	True
524	1940	524_1940	1975.0	24.0	47422.0	Die Deutsche Wochenschau Nr. 524 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7102	Nachtangriff Torpedo Küstenartillerie Flugabwehr Bf 110 Luftschutz Ju 87 Ju 88 Fernmeldetechnik Telekommunikationsnetz Schutzraumbau Afrikafeldzug / 1940-1943 Luftwaffe Ritterkreuzträger Belehrung Luftkrieg Unterseeboot Rudern Luftangriff Minenräumung Kriegsopfer Bf 109 Atlantikkrieg / 1940-1945 Drittes Reich Seekrieg Luftschlacht um England Flüchtling	True	True
525	1940	525_1940	683.0	25.0	17080.0	Die Deutsche Wochenschau Nr. 525 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7103	Fesselballon Erntehelfer Kriegswirtschaft Kradschützentruppe Seemine Kriegsschaden Werkzeugbau Flugabwehr VW Käfer Sanatorium Schuhherstellung unbekannt Explosivstoffindustrie Drillmaschine Bf 110 Ju 87 Panzerkampfwagen II Eisernes Kreuz Zweiter Weltkrieg Militärmarsch Laufrad / Strömungsmaschine Afrikafeldzug / 1940-1943 Luftwaffe S.M. 79 Sparviero Panzerkampfwagen IV Arbeitsdienst Luftkrieg Kriegsopfer Bf 109 He 111 Drittes Reich Luftschlacht um England Ungarischer Soldat Energieerzeugung Panzerabwehrkanone Pflug Generator	True	True
526	1940	526_1940	1839.0	25.0	45976.0	Die Deutsche Wochenschau Nr. 526 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7104	Backwarenindustrie Kriegsbeute Gleisbau Wiederaufbau Konservenherstellung Kriegsschaden Schrottaufbereitung Akrobatik Hausbau Propagandakompanie Spendensammlung Jugendkultur Flugabwehrgeschütz Staatsbesuch Transportschiff Kino Luftwaffenhelfer Gymnastik Luftwaffe Japanisch-Chinesischer Krieg / 1937-1945 Dreimächtepakt Lebensmittelverarbeitung Schiffsversenkung Kameramann Kriegerdenkmal Marineschule Unterseeboot Luftangriff Segelschulschiff Atlantikkrieg / 1940-1945 He 111 Drittes Reich Luftschlacht um England Flak 8,8 cm Turnen Scheinwerfer Truppenabzug Flugplatz	True	True
527	1940	527_1940	1740.0	24.0	41780.0	Die Deutsche Wochenschau Nr. 527 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7105	Schlachtschiff Premio Cremona Ar 96 Kollaboration Seemine Kriegsschaden Luxemburgischer Soldat Militärausbildung Artillerie Wehrpflicht Flugzeugbau unbekannt Brandbombe Staatsbesuch HS 126 Gauleiter Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Musterung / Militär Luftwaffe S.M. 79 Sparviero Japanisch-Chinesischer Krieg / 1937-1945 Wasserflugzeug Luftkrieg Luftangriff Minenräumung Lebensmittelversorgung Seegefecht He 111 Drittes Reich Lebensmittelmarke Luftschlacht um England Eisen- und Stahlindustrie	True	True
528	1940	528_1940	1685.0	24.0	40441.0	Die Deutsche Wochenschau Nr. 528 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7106	Umsiedlung Granatwerfer Polenfeldzug / 1939 Feldhaubitze Kriegszerstörung Artillerie Parade Pionier / Militär Spitfire / Flugzeug Küstenartillerie Hausbau Eisenbahngeschütz unbekannt Panzerkampfwagen II Flammenwerfer Ju 88 Kampfflugzeug Zweiter Weltkrieg Feuerwehr Luftwaffe Brückenbau Panzerkampfwagen IV Stierkampfarena Luftkrieg Luftangriff Bf 109 Handgranate Kriegerische Besetzung Infanteriegeschütz Atlantikkrieg / 1940-1945 Kampfeinsatz Minensuchboot Luftschlacht um England MG 34 Schnellboot Militärkapelle Fünfzehn-Zentimeter-Küstenkanone L/45	True	True
529	1940	529_1940	1627.0	25.0	40679.0	Die Deutsche Wochenschau Nr. 529 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7107	Französischer Kriegsgefangener Panzer Kinderlandverschickung Bäckerei Kavallerie Kriegszerstörung Kamel Freiwilliger Erdöllagerstätte Kriegsgefangenenlager Ju 87 Zweiter Weltkrieg Militärmarsch Ballett Afrikafeldzug / 1940-1943 Luftwaffe S.M. 79 Sparviero Japanisch-Chinesischer Krieg / 1937-1945 Zwangsarbeit Luftkrieg Verwundung Luftangriff Kriegsopfer Lebensmittelversorgung Arbeitslager Pionier Drittes Reich Luftschlacht um England Bestattung Getreideernte Kriegsverdienstkreuz Militärkapelle Lazarett Erntedankfest	True	True
530	1940	530_1940	1447.0	25.0	36198.0	Die Deutsche Wochenschau Nr. 530 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7108	Zweiter Weltkrieg Militärmarsch Panzer Luftwaffe Besichtigung Kradschützentruppe Erdölraffinerie Artillerie Luftkampf Hausbau Bf 109 He 111 Drittes Reich Bombe Do 217 Bf 110 Luftschlacht um England Staatsbesuch	True	True
531	1940	531_1940	1376.0	25.0	34406.0	Die Deutsche Wochenschau Nr. 531 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7115	Jagdgeschwader Kartoffelernte Segelflugzeug Panzer Kriegsbeute Afrikafeldzug / 1940-1943 Luftwaffe Steinbruch Fernmeldetruppe Japanisch-Chinesischer Krieg / 1937-1945 Luftkrieg Militärausbildung Unterseeboot Typ VII Pionier / Militär Flugabwehr Telefonvermittlung Bombenflugzeug Granitindustrie He 111 Drittes Reich Luftschlacht um England Autobahnbau	True	True
532	1940	532_1940	1373.0	25.0	34332.0	Die Deutsche Wochenschau Nr. 532 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7116	Zweiter Weltkrieg Straßenbau Hitlerputsch Kindererziehung Luftwaffe Umsiedlung Frachtschiff Schiffsversenkung Brückenbau Unterseeboot Militärausbildung Pionier / Militär Spitfire / Flugzeug Luftkampf Kindertagesstätte Bf 109 Atlantikkrieg / 1940-1945 Ponton Luftschlacht um England Transportschiff Truppenübungsplatz Fahnenweihe Maschinengewehr	True	True
533	1940	533_1940	1664.0	24.0	39936.0	Die Deutsche Wochenschau Nr. 533 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7117	Bodenturnen Fallschirmjäger Kinderlandverschickung Blücher / Schiff, 1937-1940 Hauptstadt Flugzeugabschuss Flugabwehrartillerie Rüstung Pionier / Militär Siedlungsgang Küstenartillerie Panzer IV Flugabwehrgeschütz Panzer III Jugendzentrum Ju 88 Zweiter Weltkrieg Friedhof Straßenbau Altmark / Schiff Panzerkampfwagen 38 Segelflugzeug Luftwaffe Japanisch-Chinesischer Krieg / 1937-1945 Leichtathletik Schiffsversenkung Brückenbau Springreiten Luftangriff Drittes Reich Bestattung Luftschlacht um England Soldatenfriedhof Kriegsverdienstkreuz	True	True
534	1940	534_1940	1771.0	25.0	44276.0	Die Deutsche Wochenschau Nr. 534 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7118	Katastrophenhilfe Französischer Kriegsgefangener Umsiedlung Renault FT-17 Rüstung Luftkampf Flugabwehr Ritterkreuz des Eisernen Kreuzes Bündnispolitik Bf 110 Auszeichnung Ju 88 Eisernes Kreuz Zweiter Weltkrieg Kanalbau Erdbeben Gymnastik Afrikafeldzug / 1940-1943 Gartenarbeit Luftwaffe Soldatenversorgung Dreimächtepakt Zwangsarbeit Panzerkampfwagen IV Unterseeboot Typ VII Atlantikkrieg / 1940-1945 He 111 Drittes Reich Luftschlacht um England Flak 8,8 cm Rüstungsindustrie Panzerabwehrkanone	True	True
535	1940	535_1940	1291.0	24.0	30989.0	Die Deutsche Wochenschau Nr. 535 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7119	Zweiter Weltkrieg Straßenbau Militärmarsch Lava Luftwaffe Umsiedlung Zwangsarbeit Brückenbau Militärausbildung Luftangriff Parade Eislauf Autobahn Kriegsgefangenenlager He 111 Radfahrtruppe Kriegsgefangener Kraftwerk Figurenmalerei Luftschlacht um England Ju 87 Flammenwerfer Kunstausstellung	True	True
536	1940	536_1940	1670.0	25.0	41750.0	Die Deutsche Wochenschau Nr. 536 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7288	Tirpitz / Schiff Blücher / Schiff, 1937-1940 Do 17 Weihnachten Militärausbildung Artillerie Flugabwehr Hausbau Gebirgsgeschütz Brandbombe Rundfunk Ju 88 Wohnungsbau Feldpost Zweiter Weltkrieg Luftwaffe Japanisch-Chinesischer Krieg / 1937-1945 Staudamm Zerstörer Luftangriff Lebensmittelversorgung Wasserwerk Atlantikkrieg / 1940-1945 He 111 Drittes Reich Luftschlacht um England Bestattung Flak 8,8 cm	True	True
537	1940	537_1940	965.0	24.0	23168.0	Die Deutsche Wochenschau Nr. 537 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/7289	Arbeiter Feldhaubitze Rüstung Weihnachten Parade Lebensmittelvorrat unbekannt Auszeichnung Panzerkampfwagen II Eisernes Kreuz Zweiter Weltkrieg Militärmarsch Unterseeboot Lebensmittelversorgung Inspektion Rede Drittes Reich Rekrut Bootsbau Rüstungsindustrie Vereidigung Panzerabwehrkanone Fürsorge Lazarett	True	True
538	1940	538_1940	1547.0	25.0	38692.0	Die Deutsche Wochenschau Nr. 538 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/5002	Kinderlandverschickung Waffenproduktion Nahverkehr Polenfeldzug / 1939 Rüstung Kavallerie Weihnachten Militärausbildung Karabiner 98 kurz Flugabwehr Ritterkreuz des Eisernen Kreuzes Fieseler-Storch Kunst Kinderheim Grenzschutz Bf 110 Zweiter Weltkrieg Jagdflugzeug Japanisch-Chinesischer Krieg / 1937-1945 Unterseeboot Flugplatzbau Luftangriff Ärztliche Behandlung Bf 109 Atlantikkrieg / 1940-1945 Drittes Reich Kriegsopferversorgung Militär Antisemitismus MG 34 Flak 8,8 cm Rüstungsindustrie	True	True
539	1940	539_1940	1482.0	25.0	37066.0	Die Deutsche Wochenschau Nr. 539 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/5016	Zweiter Weltkrieg Kinderlandverschickung Dreimächtepakt Zwangsarbeit Brückenbau Flugplatzbau Küstenartillerie Weihnachtsfeier Gebirgsjäger Frauenschule Küstenverteidigung Drittes Reich Minensuchboot Flugabwehrgeschütz Flak 8,8 cm	True	True
540	1940	540_1940	829.0	25.0	20745.0	Die Deutsche Wochenschau Nr. 540 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/5315	Schlachtschiff Zweiter Weltkrieg Minenabwehr Nationalpolitische Erziehungsanstalt Militärausbildung Torpedoboot Luftangriff Handgranate Drittes Reich Entwicklung / Fotografie Minensuchboot Rentierjäger Luftaufklärung Luftschlacht um England Ju 87	True	True
541	1940	541_1940	1294.0	24.0	31059.0	Die Deutsche Wochenschau Nr. 541 / 1940	https://digitaler-lesesaal.bundesarchiv.de/video/5316	Zweiter Weltkrieg Kriegsbeute Handelsschiff Torpedo Japanisch-Chinesischer Krieg / 1937-1945 Unterseeboot Militärausbildung Luftangriff Seegefecht Fronttheater Kreuzer Gebirgsjäger Propagandakompanie Atlantikkrieg / 1940-1945 Drittes Reich Bestattung Dammbau Amtsantritt Kriegsverdienstkreuz Kampfflieger Ju 88 Maschinengewehr	True	True
542	1941	542_1941	1223.0	24.0	29366.0	Die Deutsche Wochenschau Nr. 542 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5317	Zweiter Weltkrieg Samurai Kradschützentruppe Ritterkreuzträger Brückenbau Skiläufer Spitfire / Flugzeug Luftkampf Schnee Flugabwehr Historischer Festzug Perückenmacher Kulissenbau Bf 109 Drittes Reich Fischereiflotte Luftschlacht um England Schneeräumung MG 34 Scheinwerfer Kunstausstellung Panzerabwehrkanone Fischfang	True	True
543	1941	543_1941	1377.0	24.0	33064.0	Die Deutsche Wochenschau Nr. 543 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5318	Stahlhelm SdKfz 251 Flugzeugstaffel SdKfz 250 Transportschiff Ju 87 Ju 88 Eisenbahntunnel Sturmgeschütz III Jugendherberge Zweiter Weltkrieg M.C.200 Saetta S.M. 79 Sparviero Schiffsversenkung Arbeitsdienst Unterseeboot Luftangriff Seegefecht Bf 109 Drittes Reich Atlantikkrieg / 1940-1945 He 111 Neubesiedlung Tankschiff	True	True
544	1941	544_1941	1504.0	24.0	36110.0	Die Deutsche Wochenschau Nr. 544 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5319	Zweiter Weltkrieg Freizeitgestaltung Schneeräumgerät Militärmarsch Jahrestag Frachtschiff Schiffsversenkung Schiffsbesatzung Hilfskreuzer Britischer Kriegsgefangener Luftangriff Küstenartillerie Schiffsartillerie Rede Fieseler-Storch Atlantikkrieg / 1940-1945 Drittes Reich FW 200 Condor Bestattung Staatsakt Auszeichnung Schneeräumung Staatsbesuch	True	True
545	1941	545_1941	1495.0	25.0	37392.0	Die Deutsche Wochenschau Nr. 545 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5320	Deutscher Schäferhund Wintersport Panzerspähwagen Kradschützentruppe Feldhaubitze Militärausbildung Artillerie Torpedoboot Pionier / Militär Bf 110 Sturmgeschütz III Minenabwehr Afrikafeldzug / 1940-1943 Panzerkampfwagen IV Arbeitsdienst Zerstörer Luftangriff Haubitze Infanteriegeschütz Atlantikkrieg / 1940-1945 He 111 Drittes Reich Minensuchboot MG 34 Ju 52/3m Panzerabwehrkanone	True	True
546	1941	546_1941	1395.0	24.0	33499.0	Die Deutsche Wochenschau Nr. 546 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5321	Sanitäter Plastik Wasserkraftgenerator Bildhauer Wasserflugzeug Flugzeugführer Eiskunstlauf Luftangriff Hochgebirge Atlantikkrieg / 1940-1945 Drittes Reich Ordensburg FW 200 Condor Amtsantritt Betriebsergebnis Transportschiff Polizei Unterseeboot Typ IX	True	True
547	1941	547_1941	1727.0	25.0	43195.0	Die Deutsche Wochenschau Nr. 547 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5322	Fallschirmjäger Chemische Industrie Umsiedlung Düngemittel Frachtschiff Militärausbildung Propagandakompanie unbekannt Bf 110 Kaperei Transportschiff Ju 88 Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Polizeisport Calciumnitrat Schiffsversenkung Haie / Ordnung Seegefecht Luftlandetruppe Atlantikkrieg / 1940-1945 Küstenverteidigung He 111 Drittes Reich Zerstörer / Flugzeug Bestattung Staatsakt Luftschlacht um England	True	True
548	1941	548_1941	1746.0	24.0	41927.0	Die Deutsche Wochenschau Nr. 548 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/3521	Skilauf Hundeausbildung Panzer Bergführer / Person Flugabwehrartillerie Dreimächtepakt Brückenbau Militärausbildung Eishockey Behelfsbrücke Kriegerische Besetzung Bündnis Drittes Reich Bf 110 Flugabwehrgeschütz MG 34 Kabelverlegung Flak 8,8 cm	True	True
549	1941	549_1941	1681.0	25.0	42032.0	Die Deutsche Wochenschau Nr. 549 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5335	Seemine Kriegsschiff Flugabwehr Kriegsgefangener unbekannt FW 200 Condor Bf 110 Ju 87 Geleitzug Afrikafeldzug / 1940-1943 Japanisch-Chinesischer Krieg / 1937-1945 Brandbekämpfung Zwangsarbeit Panzerkampfwagen IV Schiffsversenkung Brückenbau Unterseeboot Einbürgerung Luftangriff Minenräumung Atlantikkrieg / 1940-1945 Eisbrecher He 111 Rotes Kreuz Seemannsschule Ju 52/3m Kriegsverdienstkreuz Maschinengewehr	True	True
550	1941	550_1941	1500.0	24.0	36013.0	Die Deutsche Wochenschau Nr. 550 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5336	Fußball Afrikafeldzug / 1940-1943 Fechten Granatwerfer Länderspiel Eiskunstlauf Militärausbildung Invasion Pionier / Militär Ritterkreuz des Eisernen Kreuzes Friedenskonferenz Kreuzer Atlantikkrieg / 1940-1945 U 123 Militärkapelle Flammenwerfer Anschluss Österreichs Unterseeboot Typ IX	True	False
551	1941	551_1941	1418.0	25.0	35469.0	Die Deutsche Wochenschau Nr. 551 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5337	Hürdenlauf Gleisbau Tunnelbau Karikatur Kriegsschaden Spitfire / Flugzeug Luftkampf Skisport Sandsturm Propagandakompanie Spendensammlung unbekannt Flugabwehrgeschütz Eisenbahntunnel Freizeitgestaltung Afrikafeldzug / 1940-1943 Japanisch-Chinesischer Krieg / 1937-1945 Leichtathletik Luftangriff Kriegerische Besetzung He 111 Drittes Reich Luftschlacht um England MG 34 Kunstausstellung Schwimmbad	True	True
552	1941	552_1941	1680.0	24.0	40342.0	Die Deutsche Wochenschau Nr. 552 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5338	Schlachtschiff Panzerspähwagen Kradschützentruppe Spitfire / Flugzeug Luftkampf unbekannt Bf 110 Flugabwehrgeschütz Ju 87 Freizeitgestaltung Geleitzug Zweiter Weltkrieg Afrikafeldzug / 1940-1943 Dreimächtepakt Schiffsversenkung Luftangriff Seegefecht Gneisenau / Schiff, 1936-1945 Gelöbnis Atlantikkrieg / 1940-1945 Drittes Reich VW-Kübelwagen Transport Meteorologisches Instrument Scharnhorst / Schiff, 1936-1943 Ar 196	True	True
553	1941	553_1941	1927.0	25.0	48198.0	Die Deutsche Wochenschau Nr. 553 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5339	Torpedo Umsiedlung Rüstung Erdölbohrung Artillerie Parade Ritterkreuz des Eisernen Kreuzes SdKfz 251 unbekannt Ju 87 Eisenbahnpionier Schützenpanzerwagen Balkanfeldzug / 1941 Deutscher Flüchtling Zweiter Weltkrieg Halbkettenfahrzeug Panzerkampfwagen IV Brückenbau Frauenarbeit Unterseeboot Typ VII Seegefecht Bestattung Ju 52/3m Flak 8,8 cm Uhrwerk Slowakischer Soldat Eheschließung Erdölraffinerie Fieseler-Storch Sandsturm Auszeichnung Panzerkampfwagen II Flammenwerfer Bessarabiendeutsche Feldpost Freizeitgestaltung Kulturpolitik Zünder Afrikafeldzug / 1940-1943 S.M. 79 Sparviero Schiffsversenkung Luftangriff Kriegerische Besetzung Atlantikkrieg / 1940-1945 U 96 / Schiff, 1939-1945 Filmpreis Rüstungsindustrie VW-Kübelwagen	True	True
554	1941	554_1941	2035.0	24.0	48853.0	Die Deutsche Wochenschau Nr. 554 / 1941	https://digitaler-lesesaal.bundesarchiv.de/video/5340	Thompson / Maschinenpistole Panzerspähwagen Serbischer Kriegsgefangener Kradschützentruppe Fernmeldetruppe Panzerkampfwagen I Feldhaubitze Kollaborateur Panzersperre Kriegsschaden Artillerie Pionier / Militär Schwimmbrücke unbekannt Flugabwehrgeschütz Bunker Transportschiff Ju 87 Panzerkampfwagen II Flammenwerfer Freizeitgestaltung Balkanfeldzug / 1941 Afrikafeldzug / 1940-1943 Halbkettenfahrzeug Panzerkampfwagen IV Zerstörer Britischer Kriegsgefangener Luftangriff Kriegerische Besetzung Infanteriegeschütz MG 34 Ju 52/3m Flak 8,8 cm Panzertruppe Panzerabwehrkanone	True	True
